"winter_samples","spring_samples","summer_samples"
0.00713031608459848,0.00850920525435681,0.0168739645352559
0.0102220485651194,0.00650774302165072,0.00715545915597112
0.0168278617854641,0.0118021148791418,0.00830697381059653
0.0130100615870229,0.00882061101842211,0.0050794518348633
0.0122335613875319,0.00901061423969379,0.0124484944225398
0.00760986067478128,0.0115262287717886,0.00913953978031714
0.00804661962056123,0.00648104181463451,0.0139178306378736
0.0103077545079546,0.00869948513318988,0.00519027810111062
0.00858732138845565,0.00833604345369896,0.0112808199019738
0.0110526088707423,0.00941025526307056,0.01023019452312
0.00782477053220578,0.00832225021031759,0.00611414825101867
0.0101558506121957,0.00537631214427113,0.00699804300174136
0.0122007447021979,0.00939379537378214,0.0044534191362308
0.0137362218136657,0.0103785972524729,0.0150268340627687
0.0101535334606129,0.00646232607102896,0.0118484098265165
0.0122096009702808,0.00649357854441124,0.00705893306841148
0.0114964971396409,0.00690398034755325,0.00298863366741129
0.0129596997543287,0.0102030472039199,0.00761812362880578
0.00762980847820521,0.0098105442102722,0.00577254283043507
0.0105087029314345,0.0110083769179635,0.00596297324619274
0.011029133267693,0.00603371807945787,0.00602080679515211
0.0120164452105133,0.00728648165582417,0.0121640570763957
0.00812829162538457,0.00961523586464428,0.00855183318811453
0.0103903985654511,0.00725803668729014,0.012113144495801
0.0128415769655616,0.00686145146995681,0.00413288884804416
0.00869108484932811,0.00707087245213033,0.00519134363533395
0.00759792456636794,0.00875420738857927,0.00269135876634019
0.00947171839110444,0.00543115840677301,0.00792459300639636
0.0112005982986933,0.00929464910095246,0.0180122179056498
0.0107252318004902,0.0067116083221763,0.00662545844992091
0.0124388601532978,0.00796394954160396,0.00582120463336406
0.00499445785725942,0.0106290684039061,0.00626467350448194
0.0129748421349802,0.00656375936678551,0.00588071057212302
0.0110526088707423,0.00726945138059372,0.00356536950536383
0.0105634704623644,0.0074917579307338,0.0132245233324309
0.00969316595546735,0.00893931072358378,0.00460500936806744
0.0121016852752916,0.00889740100964166,0.00264616407885873
0.00833057881876387,0.00751023098790262,0.00451656303584213
0.00941337057202628,0.00941108165773462,0.00589219400721903
0.0184984610459493,0.00796311226494004,0.011093575143055
0.0123403255329743,0.00835258952492514,0.00717962994366493
0.0110945604645329,0.00881821831279449,0.00613267428809235
0.0101012693980041,0.0131146314762008,0.00953706491219871
0.0074917911184817,0.00663370623097169,0.00282512027994888
0.0113447384835226,0.00931496830680553,0.00824294763540854
0.0152839073371542,0.00796982679056393,0.00566778959693519
